transaction_id,amount,hour_of_day,is_online,distance_from_home_km,transactions_last_24h,is_fraud
T0673,4310.0,23,1,97.2,3,1
T0674,3722.0,13,1,3.8,2,0
T0675,324.0,13,0,36.7,6,0
T0676,1281.0,10,1,9.3,2,0
T0677,2309.0,11,0,20.4,3,0
T0678,2737.0,18,1,12.5,1,0
T0679,1002.0,20,0,1.7,1,0
T0680,812.0,17,0,16.5,1,0
T0681,2206.0,6,1,0.1,4,0
T0682,3048.0,10,1,6.2,2,0
T0683,1885.0,17,0,14.6,5,0
T0684,216.0,16,0,12.7,1,0
T0685,1304.0,20,0,2.4,3,0
T0686,847.0,8,0,2.1,0,0
T0687,366.0,18,1,20.0,2,0
T0688,1541.0,21,1,9.3,3,0
T0689,863.0,1,1,20.3,1,0
T0690,344.0,1,0,15.0,3,0
T0691,3052.0,20,0,14.1,2,0
T0692,3409.0,7,0,4.2,2,0
T0693,7019.0,19,0,15.3,3,0
T0694,2061.0,10,1,24.4,2,0
T0695,3375.0,9,1,3.9,2,0
T0696,1017.0,10,0,13.5,2,0
T0697,1331.0,17,1,9.2,5,0
T0698,648.0,21,1,3.0,1,0
T0699,270.0,9,0,5.8,2,0
T0700,1921.0,22,0,4.8,1,0
T0701,2987.0,17,1,5.4,2,0
T0702,74.0,2,0,4.0,2,0
T0703,560.0,17,1,1.5,3,0
T0704,1763.0,21,0,5.7,1,0
T0705,3693.0,23,1,89.3,3,1
T0706,1362.0,20,1,1.5,1,0
T0707,4521.0,16,1,2.3,3,0
T0708,1072.0,6,0,3.4,2,0
T0709,5943.0,22,0,3.6,1,0
T0710,1490.0,20,0,2.8,3,0
T0711,3215.0,13,1,3.0,4,0
T0712,416.0,11,0,3.0,0,0
T0713,842.0,11,0,12.7,4,0
T0714,1295.0,21,1,8.5,2,0
T0715,2283.0,11,1,2.5,1,0
T0716,780.0,8,1,22.5,2,0
T0717,2089.0,19,0,7.6,1,0
T0718,969.0,15,1,6.6,2,0
T0719,1784.0,20,0,37.4,4,0
T0720,14755.0,22,1,19.9,3,1
T0721,153.0,19,0,4.2,1,0
T0722,3248.0,17,0,19.3,3,0
T0723,3032.0,16,1,6.4,4,0
T0724,1041.0,6,0,7.0,2,0
T0725,533.0,19,0,21.1,1,0
T0726,3898.0,23,1,6.2,1,0
T0727,5027.0,14,0,3.5,2,0
T0728,1252.0,20,0,14.0,0,0
T0729,2241.0,12,1,1.1,1,0
T0730,2407.0,18,0,19.0,3,0
T0731,4560.0,19,0,14.9,4,0
T0732,2322.0,17,1,2.9,0,0
T0733,4766.0,13,0,9.6,2,0
T0734,2736.0,17,0,10.9,1,0
T0735,1040.0,17,0,11.6,1,0
T0736,5672.0,21,1,5.3,2,0
T0737,197.0,12,0,8.8,3,0
T0738,1505.0,6,1,3.3,0,0
T0739,1370.0,12,0,4.3,2,0
T0740,1828.0,23,0,17.7,0,0
T0741,4054.0,15,1,14.2,2,0
T0742,1613.0,20,0,5.5,2,0
T0743,1060.0,11,0,3.0,2,0
T0744,1441.0,15,0,1.8,2,0
T0745,925.0,19,0,1.3,3,0
T0746,708.0,7,0,13.7,2,0
T0747,5085.0,12,0,5.6,1,0
T0748,1075.0,9,1,3.1,2,0
T0749,1515.0,13,1,14.4,1,0
T0750,1953.0,16,1,10.7,1,0
T0751,2085.0,12,1,7.3,4,0
T0752,3936.0,13,1,2.8,2,0
T0753,1535.0,5,1,10.8,1,0
T0754,1281.0,23,1,3.7,1,0
T0755,1927.0,18,0,2.8,3,0
T0756,121.0,13,0,11.0,0,0
T0757,874.0,13,0,3.2,1,0
T0758,1353.0,11,0,1.3,0,0
T0759,2188.0,22,0,27.7,4,0
T0760,885.0,6,0,3.1,0,0
T0761,2009.0,10,0,1.2,0,0
T0762,564.0,14,1,30.8,2,0
T0763,241.0,14,0,2.3,0,0
T0764,781.0,20,1,2.0,2,0
T0765,603.0,10,0,22.6,0,0
T0766,1384.0,13,0,22.4,6,0
T0767,561.0,23,1,280.1,2,1
T0768,813.0,16,1,1.6,1,0
T0769,1317.0,20,1,11.4,2,0
T0770,377.0,19,0,4.5,3,0
T0771,560.0,18,0,9.4,4,0
T0772,985.0,13,0,8.7,1,0
T0773,3407.0,4,0,21.5,0,0
T0774,2201.0,20,1,28.6,2,0
T0775,2417.0,16,0,9.4,1,0
T0776,1997.0,11,0,3.4,1,0
T0777,2047.0,16,1,2.7,3,0
T0778,856.0,21,1,1.2,2,0
T0779,3897.0,9,0,3.4,1,0
T0780,2031.0,16,0,3.6,1,0
T0781,2125.0,10,0,0.8,3,0
T0782,2329.0,20,1,7.5,5,0
T0783,3396.0,20,0,9.4,1,0
T0784,1143.0,21,0,2.8,3,0
T0785,803.0,15,1,6.2,1,0
T0786,1647.0,14,0,2.2,3,0
T0787,796.0,17,0,3.8,2,0
T0788,420.0,10,1,17.4,1,0
T0789,2092.0,18,1,6.0,5,0
T0790,991.0,13,0,13.7,5,0
T0791,840.0,8,0,8.6,4,0
T0792,1129.0,8,0,5.9,2,0
T0793,6096.0,16,1,8.0,3,0
T0794,1351.0,15,0,3.5,4,0
T0795,2494.0,9,0,6.0,3,0
T0796,2069.0,18,1,3.3,2,0
T0797,4833.0,14,0,3.1,0,0
T0798,3666.0,7,1,0.4,1,0
T0799,1299.0,17,0,8.3,3,0
T0800,1029.0,22,1,8.9,1,0
T0801,2933.0,13,0,1.4,5,0
T0802,2619.0,11,1,1.4,3,0
T0803,2347.0,18,1,12.5,0,0
T0804,6553.0,23,0,1.7,0,0
T0805,2807.0,9,0,13.4,0,0
T0806,788.0,20,1,14.7,1,0
T0807,696.0,11,1,11.5,2,0
T0808,4195.0,9,0,23.7,2,0
T0809,920.0,11,0,8.3,3,0
T0810,2048.0,3,0,25.0,3,0
T0811,707.0,20,1,3.4,4,0
T0812,3014.0,13,0,4.2,2,0
T0813,1409.0,8,0,12.4,2,0
T0814,1226.0,11,1,23.3,0,0
T0815,302.0,18,0,15.6,3,0
T0816,3104.0,18,1,8.9,1,0
T0817,630.0,9,0,7.3,1,0
T0818,2241.0,8,0,1.1,1,0
T0819,8023.0,22,0,74.8,3,1
T0820,3352.0,15,0,19.0,1,0
T0821,3326.0,12,1,7.2,3,0
T0822,4511.0,1,0,1.3,1,0
T0823,1131.0,22,0,0.3,4,0
T0824,2818.0,17,1,14.8,0,0
T0825,794.0,15,0,5.3,1,0
T0826,605.0,9,0,12.0,0,0
T0827,2029.0,17,0,7.3,3,0
T0828,1003.0,17,0,3.5,0,0
T0829,3123.0,18,0,9.3,3,0
T0830,6411.0,1,1,73.1,4,1
T0831,511.0,10,1,4.0,2,0
T0832,1228.0,12,0,6.3,0,0
T0833,387.0,6,1,1.7,3,0
T0834,3682.0,16,1,12.6,2,0
T0835,2993.0,18,1,17.1,1,0
T0836,1119.0,22,0,0.2,3,0
T0837,1476.0,19,1,14.4,3,0
T0838,425.0,7,1,7.4,3,0
T0839,4450.0,6,0,22.7,1,0
T0840,534.0,20,1,21.9,1,0
T0841,2789.0,8,0,9.7,6,0
T0842,994.0,12,1,5.2,1,0
T0843,165.0,6,1,5.3,4,0
T0844,3436.0,5,1,2.0,2,0
T0845,379.0,17,1,10.9,4,0
T0846,1839.0,10,0,0.2,0,0
T0847,2572.0,2,1,23.5,9,1
T0848,1245.0,11,1,19.7,3,0
T0849,4978.0,12,1,26.3,0,0
T0850,883.0,11,0,7.5,3,0
T0851,2508.0,20,1,5.9,1,0
T0852,550.0,16,1,7.6,3,0
T0853,2871.0,11,1,0.1,4,0
T0854,494.0,19,0,1.9,1,0
T0855,1919.0,20,1,1.2,0,0
T0856,2446.0,12,0,12.6,0,0
T0857,137.0,11,0,19.8,3,0
T0858,930.0,7,0,3.1,2,0
T0859,1818.0,16,1,28.6,2,0
T0860,1106.0,9,0,0.4,2,0
T0861,208.0,19,0,13.1,1,0
T0862,1517.0,19,0,14.1,2,0
T0863,636.0,12,0,12.4,0,0
T0864,1887.0,14,0,4.0,4,0
T0865,1659.0,12,0,16.7,3,0
T0866,3441.0,20,1,0.0,1,0
T0867,732.0,9,1,7.0,4,0
T0868,2101.0,11,1,28.4,1,0
T0869,732.0,14,1,13.0,0,0
T0870,3522.0,11,1,10.0,3,0
T0871,4201.0,19,1,12.7,3,0
T0872,509.0,6,0,6.5,1,0
T0873,1309.0,21,0,5.9,4,0
T0874,2242.0,18,0,12.7,3,0
T0875,840.0,11,0,21.6,4,0
T0876,491.0,18,0,3.0,5,0
T0877,5494.0,8,0,22.3,1,0
T0878,1429.0,20,0,0.2,2,0
T0879,2303.0,5,0,19.5,2,0
T0880,2941.0,6,1,4.5,1,0
T0881,2104.0,13,1,5.0,2,0
T0882,418.0,21,0,10.9,2,0
T0883,2109.0,18,1,21.4,6,0
T0884,4267.0,11,0,20.4,2,0
T0885,1910.0,19,1,14.9,1,0
T0886,658.0,20,1,26.7,2,0
T0887,1696.0,8,0,2.6,1,0
T0888,506.0,20,1,20.9,4,0
T0889,1214.0,22,1,0.5,2,0
T0890,1370.0,12,0,3.0,5,0
T0891,4155.0,18,1,3.3,3,0
T0892,4345.0,9,1,17.3,3,0
T0893,1483.0,18,0,8.0,1,0
T0894,1650.0,14,0,1.8,0,0
T0895,2500.0,19,1,7.9,4,0
T0896,850.0,19,0,12.8,0,0
T0897,4230.0,20,1,4.3,2,0
T0898,689.0,9,0,6.3,3,0
T0899,1134.0,19,1,7.9,0,0
T0900,4219.0,19,1,12.1,3,0
T0901,518.0,7,0,12.9,1,0
T0902,3482.0,23,0,13.9,3,0
T0903,1695.0,8,0,20.4,2,0
T0904,661.0,20,0,13.9,3,0
T0905,1821.0,20,0,10.6,0,0
T0906,4077.0,21,0,16.5,2,0
T0907,524.0,11,0,8.9,0,0
T0908,3402.0,11,0,14.1,2,0
T0909,1914.0,10,0,13.2,0,0
T0910,2599.0,18,1,3.7,2,0
T0911,2900.0,5,0,34.2,2,0
T0912,2905.0,2,1,8.1,0,0
T0913,913.0,16,1,8.9,0,0
T0914,781.0,18,1,6.7,4,0
T0915,600.0,20,0,4.7,1,0
T0916,3191.0,8,1,6.3,4,0
T0917,2425.0,6,0,9.1,3,0
T0918,1460.0,15,0,12.8,2,0
T0919,3306.0,13,0,7.8,1,0
T0920,983.0,18,0,21.8,0,0
T0921,1077.0,10,1,3.4,3,0
T0922,1387.0,16,1,5.8,3,0
T0923,1761.0,0,0,4.2,1,0
T0924,1490.0,13,0,34.9,2,0
T0925,3254.0,15,1,35.3,0,0
T0926,4120.0,12,1,21.5,3,0
T0927,221.0,18,1,76.7,3,1
T0928,600.0,19,1,14.2,0,0
T0929,178.0,15,0,10.9,3,0
T0930,4715.0,23,1,2.6,0,0
T0931,2225.0,20,0,16.2,3,0
T0932,1288.0,10,0,15.3,2,0
T0933,2402.0,20,0,6.2,1,0
T0934,1016.0,16,0,18.5,2,0
T0935,1186.0,22,0,5.8,3,0
T0936,1063.0,8,0,7.1,4,0
T0937,1357.0,18,0,10.2,6,0
T0938,319.0,11,1,2.1,1,0
T0939,1067.0,13,0,0.1,5,0
T0940,2357.0,19,0,12.3,2,0
T0941,1966.0,9,0,6.1,1,0
T0942,689.0,10,0,0.5,2,0
T0943,248.0,18,1,18.3,1,0
T0944,2141.0,5,0,5.2,1,0
T0945,649.0,15,0,0.3,4,0
T0946,1711.0,21,0,1.7,1,0
T0947,787.0,21,1,12.2,2,0
T0948,1210.0,17,1,22.6,2,0
T0949,7061.0,8,0,26.3,4,0
T0950,2147.0,12,1,6.8,3,0
T0951,372.0,13,1,11.1,4,0
T0952,3279.0,19,0,1.9,0,0
T0953,9721.0,20,0,66.6,5,1
T0954,516.0,10,1,23.5,1,0
T0955,1823.0,11,1,4.8,0,0
T0956,1350.0,15,0,0.1,2,0
T0957,773.0,19,0,4.9,2,0
T0958,381.0,18,0,13.6,2,0
T0959,3808.0,14,0,24.6,0,0
T0960,355.0,19,0,9.1,1,0
T0961,1430.0,18,0,9.4,6,0
T0962,1123.0,8,0,4.2,2,0
T0963,2846.0,10,0,2.9,2,0
T0964,1137.0,21,0,7.1,3,0
T0965,1186.0,12,1,2.0,3,0
T0966,1002.0,9,0,6.2,4,0
T0967,2144.0,11,1,1.4,1,0
T0968,2302.0,6,1,3.7,2,0
T0969,246.0,16,0,0.4,0,0
T0970,4867.0,7,0,15.4,3,0
T0971,594.0,6,0,16.4,2,0
T0972,1797.0,6,1,3.0,2,0
T0973,3807.0,18,0,11.0,3,0
T0974,1108.0,9,1,7.1,3,0
T0975,1521.0,7,1,1.6,3,0
T0976,138.0,9,0,4.2,1,0
T0977,3549.0,14,0,3.3,2,0
T0978,991.0,19,0,2.5,4,0
T0979,221.0,7,1,17.6,5,0
T0980,904.0,12,0,32.3,1,0
T0981,2272.0,10,0,3.0,2,0
T0982,998.0,13,1,4.1,3,0
T0983,2529.0,14,0,0.9,2,0
T0984,1299.0,2,0,10.7,1,0
T0985,8697.0,4,0,89.5,2,1
T0986,3017.0,18,0,11.2,1,0
T0987,3456.0,8,0,1.6,2,0
T0988,574.0,12,0,15.0,1,0
T0989,901.0,7,0,3.3,1,0
T0990,1858.0,12,0,15.4,2,0
T0991,1620.0,12,1,17.3,1,0
T0992,796.0,11,0,19.5,1,0
T0993,1601.0,23,0,1.1,3,0
T0994,215.0,14,1,12.9,4,0
T0995,1940.0,20,0,7.8,6,0
T0996,312.0,18,0,4.3,1,0
T0997,1283.0,20,1,10.5,2,0
T0998,2871.0,14,0,10.1,0,0
T0999,1115.0,11,1,19.2,2,0
T1000,8380.0,0,1,199.6,2,1
T1001,764.0,20,0,9.5,1,0
T1002,3643.0,12,1,4.5,0,0
T1003,1120.0,11,0,1.8,3,0
T1004,3172.0,20,0,20.7,0,0
T1005,741.0,19,0,9.4,0,0
T1006,2617.0,21,0,5.6,3,0
T1007,3230.0,9,0,3.2,2,0
T1008,316.0,14,0,3.8,1,0
T1009,590.0,6,1,7.5,2,0
T1010,1813.0,9,0,6.9,2,0
T1011,1508.0,2,1,19.4,2,0
T1012,1168.0,17,0,12.5,4,0
T1013,675.0,20,0,26.0,4,0
T1014,1536.0,21,0,17.6,1,0
T1015,917.0,18,1,12.6,4,0
T1016,406.0,14,0,3.2,1,0
T1017,1855.0,21,1,3.4,0,0
T1018,873.0,4,1,15.7,3,0
T1019,2181.0,10,0,0.9,3,0
T1020,348.0,17,0,0.1,2,0
T1021,812.0,13,1,0.3,1,0
T1022,746.0,15,1,5.2,3,0
T1023,2075.0,19,0,27.1,3,0
T1024,208.0,16,0,1.8,2,0
T1025,1375.0,22,0,5.8,2,0
T1026,1804.0,8,0,9.4,1,0
T1027,4052.0,19,0,20.6,2,0
T1028,1608.0,21,1,13.7,2,0
T1029,1629.0,12,1,9.8,2,0
T1030,311.0,18,0,5.0,1,0
T1031,1795.0,12,1,1.3,3,0
T1032,2380.0,17,1,9.4,3,0
T1033,380.0,11,1,2.2,4,0
T1034,1352.0,19,1,5.8,0,0
T1035,784.0,14,0,53.1,5,0
T1036,3712.0,19,0,9.3,4,0
T1037,12399.0,22,1,18.2,5,1
T1038,423.0,14,0,10.2,2,0
T1039,1316.0,15,0,9.0,1,0
T1040,1342.0,5,1,15.0,1,0
T1041,2675.0,13,1,5.3,4,0
T1042,1249.0,20,1,1.9,2,0
T1043,3359.0,18,0,7.2,1,0
T1044,1630.0,10,0,5.7,2,0
T1045,6945.0,9,1,6.6,2,0
T1046,1107.0,14,0,10.9,3,0
T1047,1046.0,12,1,8.0,1,0
T1048,1283.0,11,0,17.7,2,0
T1049,1352.0,13,0,54.5,0,0
T1050,1994.0,7,1,0.4,2,0
T1051,2048.0,10,0,5.7,0,0
T1052,3350.0,9,0,7.5,1,0
T1053,1027.0,17,0,9.8,2,0
T1054,2026.0,18,0,13.6,4,0
T1055,1446.0,17,0,7.4,2,0
T1056,2348.0,17,0,3.7,2,0
T1057,1371.0,18,1,22.6,0,0
T1058,2241.0,6,0,14.6,2,0
T1059,3176.0,19,0,3.4,5,0
T1060,724.0,18,0,2.4,2,0
T1061,2542.0,19,0,12.4,3,0
T1062,2246.0,8,0,8.8,3,0
T1063,896.0,20,0,8.2,3,0
T1064,1489.0,12,0,3.3,3,0
T1065,2073.0,6,0,0.7,0,0
T1066,2469.0,20,0,1.4,3,0
T1067,745.0,14,1,0.6,2,0
T1068,1850.0,15,0,9.2,2,0
T1069,1709.0,21,0,1.3,4,0
T1070,1039.0,13,1,3.3,1,0
T1071,8018.0,8,0,8.9,1,0
T1072,1131.0,17,0,16.7,6,0
T1073,2781.0,1,1,30.0,4,1
T1074,845.0,14,0,0.5,1,0
T1075,4041.0,3,1,109.5,8,1
T1076,1334.0,6,1,3.3,2,0
T1077,1922.0,14,0,6.9,2,0
T1078,1981.0,14,1,4.2,2,0
T1079,177.0,22,1,12.4,2,0
T1080,3530.0,11,0,1.8,1,0
T1081,1175.0,16,0,1.8,4,0
T1082,335.0,11,0,21.9,5,0
T1083,1373.0,17,1,4.5,2,0
T1084,1197.0,18,0,3.0,5,0
T1085,989.0,12,0,9.4,1,0
T1086,574.0,8,0,6.7,1,0
T1087,2275.0,13,0,15.9,1,0
T1088,881.0,14,0,29.1,4,0
T1089,2173.0,17,0,16.0,4,0
T1090,1323.0,11,1,2.8,1,0
T1091,523.0,19,1,5.7,1,0
T1092,58.0,8,0,10.8,5,0
T1093,2590.0,18,1,7.3,3,0
T1094,1127.0,10,1,15.7,1,0
T1095,765.0,21,0,0.1,5,0
T1096,1644.0,21,1,23.8,2,0
T1097,2117.0,20,1,1.8,3,0
T1098,1555.0,13,1,7.3,4,0
T1099,2552.0,19,1,19.0,1,0
T1100,195.0,17,1,7.8,1,0
T1101,177.0,9,0,21.9,3,0
T1102,610.0,9,1,23.9,2,0
T1103,1658.0,8,0,1.9,2,0
T1104,713.0,6,1,7.9,1,0
T1105,3747.0,10,0,14.3,3,0
T1106,683.0,17,1,25.3,3,0
T1107,974.0,17,0,2.9,3,0
T1108,672.0,8,1,6.7,3,0
T1109,3980.0,14,0,1.1,4,0
T1110,397.0,18,1,4.9,4,0
T1111,5452.0,19,1,4.6,5,0
T1112,1211.0,6,0,12.0,0,0
T1113,1585.0,11,0,13.5,4,0
T1114,2924.0,16,0,2.9,1,0
T1115,187.0,7,1,16.4,4,0
T1116,669.0,17,1,8.6,2,0
T1117,3753.0,21,0,10.5,1,0
T1118,3495.0,8,1,1.5,7,0
T1119,2596.0,21,1,15.5,4,0
T1120,3221.0,7,1,1.8,4,0
T1121,3706.0,19,0,39.3,0,0
T1122,2579.0,9,0,10.6,2,0
T1123,3682.0,1,1,159.9,6,1
T1124,357.0,9,0,13.4,2,0
T1125,2015.0,22,0,10.4,2,0
T1126,1464.0,16,1,0.9,1,0
T1127,3331.0,12,0,2.3,3,0
T1128,799.0,10,0,5.4,2,0
T1129,2933.0,11,1,0.3,1,0
T1130,3420.0,19,1,4.4,2,0
T1131,1548.0,14,0,6.5,1,0
T1132,734.0,19,1,3.8,3,0
T1133,561.0,19,1,9.4,2,0
T1134,1345.0,16,1,17.2,4,0
T1135,2890.0,13,0,11.1,2,0
T1136,1315.0,11,1,6.6,1,0
T1137,3521.0,23,0,6.4,4,0
T1138,802.0,16,1,3.3,3,0
T1139,2185.0,12,1,1.2,2,0
T1140,525.0,13,0,6.6,0,0
T1141,1617.0,5,0,1.4,2,0
T1142,833.0,8,0,3.3,2,0
T1143,1005.0,14,0,0.6,2,0
T1144,589.0,17,1,10.0,4,0
T1145,4793.0,7,1,1.9,5,0
T1146,1050.0,9,1,0.7,2,0
T1147,2387.0,10,1,5.8,2,0
T1148,558.0,18,1,16.8,2,0
T1149,197.0,13,0,3.5,3,0
T1150,654.0,12,0,17.7,2,0
T1151,144.0,14,1,14.0,5,0
T1152,469.0,14,1,4.3,3,0
T1153,604.0,3,1,39.2,6,1
T1154,1034.0,22,1,14.4,6,0
T1155,2071.0,8,1,12.3,1,0
T1156,456.0,20,1,42.9,4,1
T1157,847.0,10,0,10.4,1,0
T1158,2102.0,8,0,8.0,2,0
T1159,2540.0,18,1,6.5,0,0
T1160,701.0,23,0,1.7,5,0
T1161,2450.0,12,0,0.1,1,0
T1162,399.0,18,1,3.9,3,0
T1163,136.0,10,1,11.2,2,0
T1164,2555.0,20,0,9.1,3,0
T1165,2762.0,15,0,6.5,1,0
T1166,1252.0,14,0,28.4,3,0
T1167,1158.0,10,0,1.9,0,0
T1168,1362.0,14,0,5.3,1,0
T1169,995.0,10,1,21.4,2,0
T1170,2091.0,6,1,0.9,1,0
T1171,2917.0,5,1,1.7,1,0
T1172,1309.0,8,1,5.1,2,0
T1173,205.0,11,0,3.6,2,0
T1174,2235.0,19,0,10.5,3,0
T1175,297.0,11,0,8.8,3,0
T1176,2334.0,22,0,1.9,0,0
T1177,563.0,19,0,9.3,3,0
T1178,593.0,17,0,1.2,7,0
T1179,3427.0,18,0,10.7,2,0
T1180,1968.0,21,1,3.2,4,0
T1181,1415.0,18,0,22.4,2,0
T1182,2504.0,19,1,4.0,4,0
T1183,1886.0,10,1,14.1,2,0
T1184,1810.0,18,1,9.5,6,0
T1185,1987.0,14,0,52.1,2,0
T1186,482.0,7,1,11.2,3,0
T1187,1706.0,11,0,6.2,1,0
T1188,4010.0,9,0,5.1,3,0
T1189,2066.0,19,1,37.4,0,0
T1190,4226.0,11,1,7.5,3,0
T1191,2828.0,20,1,7.7,2,0
T1192,982.0,6,0,3.1,3,0
T1193,418.0,14,0,1.9,1,0
T1194,248.0,19,0,1.9,3,0
T1195,799.0,13,0,2.8,2,0
T1196,1774.0,16,1,13.6,0,0
T1197,1948.0,12,0,9.1,7,0
T1198,274.0,19,0,5.3,0,0
T1199,747.0,11,0,13.5,1,0
T1200,507.0,12,0,15.5,1,0
T1201,1092.0,8,0,5.2,0,0
T1202,740.0,19,1,11.8,2,0
T1203,789.0,17,1,9.9,2,0
T1204,3682.0,13,1,1.1,1,0
T1205,3480.0,4,0,25.1,7,0
T1206,1655.0,16,1,2.9,0,0
T1207,697.0,19,0,8.4,1,0
T1208,698.0,11,1,27.4,2,0
T1209,1318.0,20,1,28.5,3,0
T1210,66.0,14,1,3.1,4,0
T1211,2966.0,8,0,23.3,2,0
T1212,1915.0,13,0,15.4,1,0
T1213,278.0,11,1,3.5,2,0
T1214,1509.0,11,0,3.8,3,0
T1215,636.0,16,0,9.4,4,0
T1216,4199.0,11,0,4.8,0,0
T1217,4934.0,17,1,1.0,1,0
T1218,740.0,17,1,7.7,2,0
T1219,457.0,18,1,8.4,3,0
T1220,1338.0,17,1,9.7,5,0
T1221,1367.0,7,1,3.6,2,0
T1222,1611.0,11,0,5.3,3,0
T1223,1047.0,7,1,35.6,3,0
T1224,1215.0,10,1,7.8,1,0
T1225,1827.0,18,0,6.0,4,0
T1226,427.0,11,0,7.2,2,0
T1227,3482.0,16,0,10.0,2,0
T1228,6775.0,15,0,0.2,1,0
T1229,3094.0,10,0,10.1,2,0
T1230,2556.0,23,0,14.3,3,0
T1231,1199.0,15,0,13.1,2,0
T1232,1459.0,7,0,7.0,5,0
T1233,3539.0,18,0,14.6,0,0
T1234,894.0,18,1,20.3,5,0
T1235,1353.0,21,1,2.5,0,0
T1236,1116.0,21,1,5.4,3,0
T1237,2328.0,12,0,2.6,4,0
T1238,1934.0,16,1,12.6,1,0
T1239,649.0,6,0,4.4,0,0
T1240,988.0,18,0,0.9,2,0
T1241,997.0,6,0,4.4,2,0
T1242,2607.0,16,0,11.6,2,0
T1243,3036.0,6,1,4.1,3,0
T1244,122.0,2,1,41.7,5,1
T1245,3195.0,11,1,9.8,2,0
T1246,427.0,13,1,8.4,1,0
T1247,6035.0,2,1,104.8,4,1
T1248,1864.0,18,1,19.2,2,0
T1249,2343.0,20,0,3.6,3,0
T1250,2834.0,12,0,6.6,0,0
T1251,816.0,7,0,31.1,2,0
T1252,3563.0,8,0,2.4,1,0
T1253,2519.0,12,1,20.4,2,0
T1254,2680.0,15,0,7.1,0,0
T1255,518.0,10,1,12.2,4,0
T1256,3312.0,23,0,4.8,1,0
T1257,384.0,18,1,0.7,2,0
T1258,1971.0,8,0,9.9,2,0
T1259,852.0,17,0,6.1,1,0
T1260,1012.0,17,1,12.9,0,0
T1261,2011.0,15,0,8.5,0,0
T1262,964.0,11,0,3.5,1,0
T1263,2804.0,16,1,0.6,2,0
T1264,1664.0,12,0,1.8,1,0
T1265,3077.0,16,1,6.5,1,0
T1266,454.0,21,0,12.4,1,0
T1267,2387.0,13,1,7.4,2,0
T1268,814.0,7,0,9.8,2,0
T1269,1152.0,19,0,15.6,3,0
T1270,744.0,15,1,7.2,3,0
T1271,1554.0,20,0,7.5,4,0
T1272,2302.0,19,0,8.6,5,0
T1273,1024.0,6,0,8.4,2,0
T1274,2844.0,12,0,8.8,2,0
T1275,1284.0,8,0,6.5,1,0
T1276,314.0,19,0,6.3,0,0
T1277,633.0,22,0,11.1,1,0
T1278,996.0,22,0,13.6,1,0
T1279,552.0,7,1,8.7,4,0
T1280,554.0,17,0,18.7,1,0
T1281,139.0,8,1,15.6,5,0
T1282,891.0,11,0,9.3,5,0
T1283,1948.0,10,1,1.6,1,0
T1284,1958.0,11,0,5.2,0,0
T1285,895.0,16,0,3.1,1,0
T1286,1509.0,14,1,16.0,1,0
T1287,986.0,3,0,1.5,3,0
T1288,1126.0,21,1,6.3,2,0
T1289,3220.0,8,1,6.5,2,0
T1290,7845.0,9,1,89.0,5,1
T1291,1018.0,14,0,5.6,3,0
T1292,396.0,9,1,9.1,1,0
T1293,2997.0,20,0,1.8,3,0
T1294,795.0,16,1,14.8,2,0
T1295,933.0,8,0,12.0,4,0
T1296,1971.0,18,0,4.7,0,0
T1297,1037.0,14,1,0.7,6,0
T1298,1512.0,20,1,14.8,2,0
T1299,3245.0,3,0,15.9,4,0
T1300,1368.0,11,0,13.2,3,0
T1301,563.0,19,0,31.2,4,0
T1302,315.0,14,1,8.4,1,0
T1303,2455.0,17,0,6.5,2,0
T1304,243.0,11,0,16.1,1,0
T1305,761.0,21,0,12.4,0,0
T1306,1029.0,7,1,24.4,0,0
T1307,579.0,18,0,7.2,1,0
T1308,1068.0,15,0,2.1,2,0
T1309,582.0,18,1,7.6,2,0
T1310,1069.0,17,1,10.4,5,0
T1311,862.0,7,0,9.5,2,0
T1312,1766.0,15,0,10.1,3,0
T1313,1650.0,15,1,7.5,0,0
T1314,405.0,10,1,4.8,2,0
T1315,5483.0,11,0,36.7,2,0
T1316,816.0,20,0,2.6,0,0
T1317,3552.0,19,0,0.9,2,0
T1318,1605.0,21,0,4.8,3,0
T1319,2216.0,2,1,2.7,2,0
T1320,1930.0,13,0,5.8,3,0
T1321,1127.0,19,1,0.9,5,0
T1322,399.0,0,0,53.6,3,1
T1323,831.0,18,1,8.0,2,0
T1324,2336.0,11,1,5.2,3,0
T1325,3522.0,14,0,8.0,3,0
T1326,1887.0,8,0,8.1,2,0
T1327,879.0,12,0,3.1,1,0
T1328,835.0,15,1,14.3,0,0
T1329,1487.0,14,1,6.6,4,0
T1330,825.0,21,0,16.5,1,0
T1331,1728.0,11,0,2.4,2,0
T1332,657.0,12,0,17.0,2,0
T1333,286.0,20,0,3.2,3,0
T1334,4450.0,13,0,5.4,5,0
T1335,2683.0,14,1,1.4,2,0
T1336,20.0,5,1,64.1,3,1
T1337,537.0,18,1,13.7,0,0
T1338,1129.0,21,0,10.2,6,0
T1339,2816.0,10,1,5.4,2,0
T1340,140.0,20,0,2.0,5,0
T1341,2414.0,11,0,3.6,1,0
T1342,1663.0,11,1,0.8,2,0
T1343,2530.0,15,0,3.6,3,0
T1344,1315.0,18,0,14.6,1,0
T1345,2453.0,9,1,18.1,2,0
T1346,1842.0,9,0,1.5,1,0
T1347,2460.0,10,0,7.9,3,0
